"subject","Label","object","Source","Target"
"Trump","being used by","Democrats",465,467
"Trump","being used by","Democrats",439,467
"Trump","being used by","Democrats",14,467
"Trump","was","Democrats",465,467
"Trump","was","Democrats",439,467
"Trump","was","Democrats",14,467
"General Motors","were bailed out","Congress",422,377
"Republicans","face for","Trump",468,465
"Republicans","face for","Trump",468,439
"Republicans","face for","Trump",468,14
"Republicans","disagreeing with","Trump",468,465
"Republicans","disagreeing with","Trump",468,439
"Republicans","disagreeing with","Trump",468,14
"the White House","meet with","Trump",354,465
"the White House","meet with","Trump",354,439
"the White House","meet with","Trump",354,14
"Republicans","tempt","the White House",468,354
"Trump","is in","the White House",465,354
"Trump","is in","the White House",439,354
"Trump","is in","the White House",14,354
"Republicans","coming","Democrats",468,467
"Obama","might reject","the Paris Agreement",337,476
"Obama","might reject","the Paris Agreement",337,394
"Democrats","probe","Trump",467,465
"Democrats","probe","Trump",467,439
"Democrats","probe","Trump",467,14
"Trump","giving the thumbs up","Twitter",465,460
"Trump","giving the thumbs up","Twitter",439,460
"Trump","giving the thumbs up","Twitter",14,460
"Trump","giving the thumbs up","Twitter",465,17
"Trump","giving the thumbs up","Twitter",439,17
"Trump","giving the thumbs up","Twitter",14,17
"Democrats","last tried big climate policy on","Capitol Hill",467,437
"Clinton","had far","Trump",37,465
"Clinton","had far","Trump",37,439
"Clinton","had far","Trump",37,14
"Democrats","attempt to","the White House",467,354
"Clinton","exceeded","Trump",37,465
"Clinton","exceeded","Trump",37,439
"Clinton","exceeded","Trump",37,14
"Trump","pulls the rug out from","the Paris Agreement",465,476
"Trump","pulls the rug out from","the Paris Agreement",439,476
"Trump","pulls the rug out from","the Paris Agreement",14,476
"Trump","pulls the rug out from","the Paris Agreement",465,394
"Trump","pulls the rug out from","the Paris Agreement",439,394
"Trump","pulls the rug out from","the Paris Agreement",14,394
"Democrats","wrestle back","the White House",467,354
"Asia","needs","Europe",2,1
"Democrats","won't","Trump",467,465
"Democrats","won't","Trump",467,439
"Democrats","won't","Trump",467,14
"Hurricane Irma","is far","Andrew",471,86
"Democrats","give","Trump",467,465
"Democrats","give","Trump",467,439
"Democrats","give","Trump",467,14
"Schumer","said","Trump",41,465
"Schumer","said","Trump",41,439
"Schumer","said","Trump",41,14
"Mars","is getting warmer alongside","Earth",4,3
"Trump","says","Democrats",465,467
"Trump","says","Democrats",439,467
"Trump","says","Democrats",14,467
"Congress","make","FEMA",377,382
"Republicans","had complete control of","Congress",468,377
"Sanders","pressed","Clinton",408,37
"Dominique Patton","editing by","Christian Schmollinger",56,26
"Democrats","controlled both chambers of","Congress",467,377
"Google","wants to","Asia",369,2
"Boeing","told","Reuters",415,355
"Congress","being disrupted","Democrats",377,467
"Google","be in","Asia",369,2
"Congress","is","Democrats",377,467
"Lopez Obrador","release a new business plan for","Pemex",171,423
"Lopez Obrador","finalizes a new business plan for","Pemex",171,423
"Democrats","regain","the White House",467,354
"Tillerson","joined","Exxon",323,359
"Democrats","put pressure on","Republicans",467,468
"Hurricane Sandy","hit","the East Coast",474,9
"McConnell","will bring up","Democrats",214,467
"Republicans","supported","Democrats",468,467
"Earth","is absorbed by","Earth",3,3
"CNN","reported","Hurricane Sandy",361,474
"Tesla","live in","Silicon Valley",376,11
"Tesla","live in","Silicon Valley",351,11
"Democrats","have argued","McConnell",467,214
"Republicans","controlling at","Congress",468,377
"the White House","said","Trump",354,465
"the White House","said","Trump",354,439
"the White House","said","Trump",354,14
"Trump","declared","Republicans",465,468
"Trump","declared","Republicans",439,468
"Trump","declared","Republicans",14,468
"Putin","threatened","Europe",53,1
"Hurricane Katrina","have largely","Trump",472,465
"Hurricane Katrina","have largely","Trump",472,439
"Hurricane Katrina","have largely","Trump",472,14
"Richard Lough","Editing by","Mark Potter",173,94
"Hurricane Katrina","been fixed","Trump",472,465
"Hurricane Katrina","been fixed","Trump",472,439
"Hurricane Katrina","been fixed","Trump",472,14
"Inslee","been outspoken in","Democrats",74,467
"William Schomberg","editing by","Michael Holden",174,63
"Inslee","calling on","Democrats",74,467
"Inslee","has","Democrats",74,467
"The Associated Press","reported","Zinke",398,119
"Earth","according to","NASA",3,356
"Democrats","are nearly","Republicans",467,468
"Trump","signed appears to","Congress",465,377
"Trump","signed appears to","Congress",439,377
"Trump","signed appears to","Congress",14,377
"Tom Balmforth","editing by","Dale Hudson",27,110
"Democrats","need to","Donald Trump",467,40
"Trump","call","Congress",465,377
"Trump","call","Congress",439,377
"Trump","call","Congress",14,377
"Alan Baldwin","editing by","Ed Osmond",176,95
"Democrats","unseat","Donald Trump",467,40
"Andy Bruce","Writing by","William Schomberg",177,174
"Obama","touted","the Paris Agreement",337,476
"Obama","touted","the Paris Agreement",337,394
"Republicans","outnumber","Democrats",468,467
"Trump","appointed a science adviser to","the White House",465,354
"Trump","appointed a science adviser to","the White House",439,354
"Trump","appointed a science adviser to","the White House",14,354
"Hillary Clinton","supports","the Paris Agreement",153,476
"Hillary Clinton","supports","the Paris Agreement",153,394
"Congress","is controlled by","Republicans",377,468
"McConnell","accused","Democrats",214,467
"Musk","would make","Tesla",60,376
"Musk","would make","Tesla",60,351
"David Stanway","editing by","Christian Schmollinger",84,26
"Earth","based society on","Mars",3,4
"Musk","promised","Tesla",60,376
"Musk","promised","Tesla",60,351
"Trump","was courting","Democrats",465,467
"Trump","was courting","Democrats",439,467
"Trump","was courting","Democrats",14,467
"Dave Sherwood","editing by","Grant McCool",179,43
"Democrats","had hoped","Trump",467,465
"Democrats","had hoped","Trump",467,439
"Democrats","had hoped","Trump",467,14
"Obama","defended","the Paris Agreement",337,476
"Obama","defended","the Paris Agreement",337,394
"Democrats","thought","Hillary Clinton",467,153
"Democrats","believe","Congress",467,377
"Trump","remain in","the Paris Agreement",465,476
"Trump","remain in","the Paris Agreement",439,476
"Trump","remain in","the Paris Agreement",14,476
"Trump","remain in","the Paris Agreement",465,394
"Trump","remain in","the Paris Agreement",439,394
"Trump","remain in","the Paris Agreement",14,394
"Democrats","had complained","Snyder",467,314
"Earth","be in","the Middle East",3,7
"the Paris Agreement","will survive without","Trump",476,465
"the Paris Agreement","will survive without","Trump",394,465
"the Paris Agreement","will survive without","Trump",476,439
"the Paris Agreement","will survive without","Trump",394,439
"the Paris Agreement","will survive without","Trump",476,14
"the Paris Agreement","will survive without","Trump",394,14
"Earth","will","the Middle East",3,7
"Republicans","could also","Congress",468,377
"Trump","said the decision to","the Paris Agreement",465,476
"Trump","said the decision to","the Paris Agreement",439,476
"Trump","said the decision to","the Paris Agreement",14,476
"Trump","said the decision to","the Paris Agreement",465,394
"Trump","said the decision to","the Paris Agreement",439,394
"Trump","said the decision to","the Paris Agreement",14,394
"Republicans","use","Congress",468,377
"Republicans","be ready to","Democrats",468,467
"Trump","is expected to","the Paris Agreement",465,476
"Trump","is expected to","the Paris Agreement",439,476
"Trump","is expected to","the Paris Agreement",14,476
"Trump","is expected to","the Paris Agreement",465,394
"Trump","is expected to","the Paris Agreement",439,394
"Trump","is expected to","the Paris Agreement",14,394
"Trump","withdraw from","the Paris Agreement",465,476
"Trump","withdraw from","the Paris Agreement",439,476
"Trump","withdraw from","the Paris Agreement",14,476
"Trump","withdraw from","the Paris Agreement",465,394
"Trump","withdraw from","the Paris Agreement",439,394
"Trump","withdraw from","the Paris Agreement",14,394
"Republicans","must","Democrats",468,467
"Trump","can now","the Paris Agreement",465,476
"Trump","can now","the Paris Agreement",439,476
"Trump","can now","the Paris Agreement",14,476
"Trump","can now","the Paris Agreement",465,394
"Trump","can now","the Paris Agreement",439,394
"Trump","can now","the Paris Agreement",14,394
"Republicans","join","Democrats",468,467
"Elon Musk","tweeted","Tesla",183,376
"Elon Musk","tweeted","Tesla",183,351
"Democrats","stand up","Trump",467,465
"Democrats","stand up","Trump",467,439
"Democrats","stand up","Trump",467,14
"David Shepardson","Editing by","Chizu Nomiyama",44,133
"Perry","will send to","Congress",449,377
"Perry","will send to","Congress",64,377
"the Paris Agreement","said","Gore",476,224
"the Paris Agreement","said","Gore",394,224
"the European Union","was the exception in","Europe",353,1
"Congress","introduced by","Democrats",377,467
"Katrina","said","Trump",475,465
"Katrina","said","Trump",475,439
"Katrina","said","Trump",475,14
"Asia","widening premium for","Brent",2,365
"Asia","widening premium for","Brent",2,253
"NASA","study","Earth",356,3
"Nina Chestney","editing by","Jason Neely",104,28
"Hurricane Harvey","Think of","Harvey",470,417
"Hurricane Harvey","Think of","Harvey",416,417
"Hurricane Harvey","Think of","Harvey",332,417
"Hurricane Harvey","Think of","Harvey",470,315
"Hurricane Harvey","Think of","Harvey",416,315
"Hurricane Harvey","Think of","Harvey",332,315
"Republicans","have received from","Fox News",468,379
"the Nobel Peace Prize","told","Reuters",466,355
"Mars","make","Mars",4,4
"Amazon","told","Motherboard",363,47
"Reuters","reported","Trump",355,465
"Reuters","reported","Trump",355,439
"Reuters","reported","Trump",355,14
"the White House","wants","Congress",354,377
"Republicans","have urged","Trump",468,439
"Hurricane Harvey","according to","the Environmental Protection Agency",470,407
"Hurricane Harvey","according to","the Environmental Protection Agency",416,407
"Hurricane Harvey","according to","the Environmental Protection Agency",332,407
"Trump","declared war on","the White House",465,354
"Trump","declared war on","the White House",439,354
"Trump","declared war on","the White House",14,354
"Mars","measuring only half the size of","Earth",4,3
"Republicans","are to","Democrats",468,467
"Harvey","could surpass","Hurricane Katrina",417,472
"Harvey","could surpass","Hurricane Katrina",315,472
"Republicans","blame","Democrats",468,467
"Republicans","control the upper chamber of","Congress",468,377
"Hillary Clinton","referenced the tweet from","Donald Trump",153,40
"Bloomberg","is most likely to","Donald Trump",62,40
"Democrats","accuse","Trump",467,465
"Democrats","accuse","Trump",467,439
"Democrats","accuse","Trump",467,14
"Bloomberg","run","Donald Trump",62,40
"Europe","manufacturing abilities to","Asia",1,2
"Europe","regarding the future of","Europe",1,1
"Hurricane Harvey","vowed","Congress",470,377
"Hurricane Harvey","vowed","Congress",416,377
"Hurricane Harvey","vowed","Congress",332,377
"Europe","meaning the world’s","LNG",1,412
"Hurricane Irma","struck the region just days after","Harvey",471,417
"Hurricane Irma","struck the region just days after","Harvey",471,315
"LNG","be forced to","Asia",412,2
"Maria","hit about","Hurricane Irma",169,471
"Hurricane Irma","been hit by","Hurricane Maria",471,473
"LNG","sell more in","Asia",412,2
"Republicans","took","the White House",468,354
"Hurricane Irma","have","Hurricane Maria",471,473
"LNG","will","Asia",412,2
"Hurricane Maria","devastating","Graham",473,283
"Antarctica","explored regions on","Earth",8,3
"Anthony Boadle","editing by","Grant McCool",193,43
"Hurricane Maria","according to","FEMA",473,382
"Elon Musk","describing his plans for","Mars",183,4
"Hurricane Maria","hit","FEMA",473,382
"Democrats","believe","McConnell",467,214
"Democrats","been urging","Republicans",467,468
"Democrats","have","Republicans",467,468
"Maria","is this administration's","Katrina",169,475
"Bernie Sanders","has joined with","Republicans",35,468
"the White House","has complained","Republicans",354,468
"Maria","is now stronger than","Hurricane Irma",169,471
"Denis Pinchuk","editing by","John Stonestreet",196,172
"Obama","been called on","Republicans",337,468
"James","suggest an anti-conservative bias in","Silicon Valley",217,11
"Mars","returning them safely to","Earth",4,3
"Obama","had","Republicans",337,468
"Republicans","had over","Democrats",468,467
